,model_id,mean_residual_deviance,rmse,mse,mae,rmsle,system_date,runtime
0,GBM_grid_1_AutoML_20190421_195113_model_42,25227258681084860,158830912.23400077,25227258681084860,94917617.52713808,0.3265543276671246,2019-04-21,1500
1,XGBoost_grid_1_AutoML_20190421_201138_model_4,25414913759634904,159420556.26435038,25414913759634904,94284067.45487122,0.3305880552732152,2019-04-21,1500
2,GBM_grid_1_AutoML_20190421_193852_model_8,25571141404123644,159909791.45794562,25571141404123644,95197723.51631412,0.3294268464571294,2019-04-21,1500
3,XGBoost_grid_1_AutoML_20190421_201138_model_18,25574313885274200,159919710.74659368,25574313885274200,94348004.11287794,0.32684768058220115,2019-04-21,1500
4,GBM_grid_1_AutoML_20190421_201138_model_30,25574940112831340,159921668.67823553,25574940112831340,95259064.965172,0.3309750466372732,2019-04-21,1500
5,GBM_1_AutoML_20190421_193027,25608395790612116,160026234.69485283,25608395790612116,96819212.36758102,0.3331421052832879,2019-04-21,1500
6,XGBoost_grid_1_AutoML_20190421_195113_model_6,25721725199990868,160379940.14212272,25721725199990868,93286549.80694291,0.32099876349860906,2019-04-21,1500
7,XGBoost_1_AutoML_20190421_193852,25797215186942024,160615115.06375116,25797215186942024,94810332.9899216,0.32450802399745704,2019-04-21,1500
8,XGBoost_grid_1_AutoML_20190421_195113_model_13,25849046967440812,160776388.09054273,25849046967440812,94120200.90481524,0.32159487372180073,2019-04-21,1500
9,XGBoost_grid_1_AutoML_20190421_193852_model_2,25952266820254724,161097072.6619659,25952266820254724,94894840.43001121,0.3312410095198983,2019-04-21,1500
10,GBM_1_AutoML_20190421_201138,25963443620465856,161131758.57187763,25963443620465856,96516176.1353491,0.33086824621580657,2019-04-21,1500
11,XGBoost_1_AutoML_20190421_193027,25963672277632090,161132468.10507214,25963672277632090,94764756.53930572,0.3259822280000789,2019-04-21,1500
12,GBM_grid_1_AutoML_20190421_201138_model_19,25970363141852164,161153228.76645124,25970363141852164,95752982.34404252,0.33091755591032995,2019-04-21,1500
13,XGBoost_grid_1_AutoML_20190421_193852_model_4,26041375084170424,161373402.65412518,26041375084170424,93939690.124972,0.3258318217475044,2019-04-21,1500
14,GBM_grid_1_AutoML_20190421_201138_model_7,26057079433860144,161422053.7406836,26057079433860144,95563903.22454259,0.3354939483453697,2019-04-21,1500
15,XGBoost_1_AutoML_20190421_201138,26076835593861196,161483236.26265728,26076835593861196,95103060.1675252,0.32402854027943123,2019-04-21,1500
16,XGBoost_1_AutoML_20190421_195113,26116389773464900,161605661.32863322,26116389773464900,94746900.30638298,0.32484088813228545,2019-04-21,1500
17,XGBoost_grid_1_AutoML_20190421_193852_model_5,26119480117433132,161615222.41866058,26119480117433132,93547247.57267638,0.32035796372325376,2019-04-21,1500
18,XGBoost_2_AutoML_20190421_193027,26134884730871340,161662873.69359532,26134884730871340,94910189.58297873,0.3257761568094641,2019-04-21,1500
19,XGBoost_grid_1_AutoML_20190421_193027_model_6,26210185668222092,161895601.13919738,26210185668222092,94276247.68555433,0.32725795145226344,2019-04-21,1500
20,XGBoost_grid_1_AutoML_20190421_193027_model_4,26245533553365630,162004733.1202568,26245533553365630,94036116.99888018,0.32265116904251684,2019-04-21,1500
21,GBM_grid_1_AutoML_20190421_201138_model_1,26260930927906684,162052247.52500868,26260930927906684,95509036.69415122,0.33674449736022594,2019-04-21,1500
22,XGBoost_2_AutoML_20190421_193852,26264856485215030,162064359.08371413,26264856485215030,94315665.56237404,0.3245158988519105,2019-04-21,1500
23,GBM_1_AutoML_20190421_193852,26279155633803444,162108468.7294388,26279155633803444,97327058.64444073,0.3321160066321965,2019-04-21,1500
24,GBM_grid_1_AutoML_20190421_201138_model_11,26280860570756184,162113727.27426934,26280860570756184,96006998.59726845,0.3294813037532445,2019-04-21,1500
25,GBM_grid_1_AutoML_20190421_193852_model_5,26397887611581510,162474267.5366826,26397887611581510,95846051.24052164,0.32871123380665457,2019-04-21,1500
26,XGBoost_grid_1_AutoML_20190421_195113_model_1,26402263640530330,162487733.81560323,26402263640530330,95196532.89854424,0.32554400482747753,2019-04-21,1500
27,XGBoost_grid_1_AutoML_20190421_201138_model_2,26440286859799770,162604695.07305062,26440286859799770,98930110.07301232,0.33520670679043635,2019-04-21,1500
28,XGBoost_grid_1_AutoML_20190421_193852_model_7,26440379055855956,162604978.57032531,26440379055855956,98378239.81724524,0.3347187320143341,2019-04-21,1500
29,GBM_1_AutoML_20190421_195113,26447775038675720,162627719.15843782,26447775038675720,96956870.88674594,0.3322311562364472,2019-04-21,1500
30,XGBoost_grid_1_AutoML_20190421_201138_model_14,26495639933799268,162774813.57322842,26495639933799268,95632507.98342665,0.33301792825257737,2019-04-21,1500
31,GBM_4_AutoML_20190421_201138,26504156699475550,162800972.66133133,26504156699475550,97110565.34403303,0.33062249811169825,2019-04-21,1500
32,XGBoost_grid_1_AutoML_20190421_201138_model_10,26550677702084350,162943786.93919063,26550677702084350,99492473.83471444,0.3384269202087183,2019-04-21,1500
33,GBM_grid_1_AutoML_20190421_195113_model_37,26551301291761244,162945700.4396288,26551301291761244,96843428.8066808,0.3296300659680566,2019-04-21,1500
34,GBM_grid_1_AutoML_20190421_201138_model_51,26606986233356456,163116480.56942758,26606986233356456,97015416.964475,0.3400265905172123,2019-04-21,1500
35,GBM_grid_1_AutoML_20190421_195113_model_12,26621985891812190,163162452.45709008,26621985891812190,97371794.3463068,0.3342788432510915,2019-04-21,1500
