,model_id,balance_classes,class_sampling_factors,max_after_balance_size,min_rows,ntrees,max_depth,stopping_rounds,score_each_iteration,stopping_tolerance,seed
0,DRF_1_AutoML_20190425_031629,False,,5.0,1.0,29,20,0,False,0.011609086505314302,-109059479828034882
1,DRF_1_AutoML_20190425_034434,False,,5.0,1.0,19,20,0,False,0.011609086505314302,3927840289394080204
2,DRF_1_AutoML_20190425_040839,False,,5.0,1.0,18,20,0,False,0.011609086505314302,3760058581049223230
3,DRF_1_AutoML_20190425_044008,False,,5.0,1.0,19,20,0,False,0.011609086505314302,-4477005182244811168
4,DRF_1_AutoML_20190425_050348,False,,5.0,1.0,16,20,0,False,0.011609086505314302,3465120126922232374
5,DRF_1_AutoML_20190425_054218,False,,5.0,1.0,12,20,0,False,0.011609086505314302,7991581400575865866
6,DRF_1_AutoML_20190425_061247,False,,5.0,1.0,14,20,0,False,0.011609086505314302,-39027317935955149
