,model_id,balance_classes,class_sampling_factors,max_after_balance_size,min_rows,ntrees,max_depth,stopping_rounds,score_each_iteration,stopping_tolerance,seed
0,XRT_1_AutoML_20190425_031629,False,,5.0,1.0,16,20,0,False,0.011609086505314302,-4628012047370416590
1,XRT_1_AutoML_20190425_050348,False,,5.0,1.0,17,20,0,False,0.011609086505314302,4459023187792658759
2,XRT_1_AutoML_20190425_034434,False,,5.0,1.0,16,20,0,False,0.011609086505314302,5142220278587894502
3,XRT_1_AutoML_20190425_061247,False,,5.0,1.0,35,20,0,False,0.011609086505314302,8348626130045625785
4,XRT_1_AutoML_20190425_044008,False,,5.0,1.0,13,20,0,False,0.011609086505314302,-542286521019288021
5,XRT_1_AutoML_20190425_040839,False,,5.0,1.0,16,20,0,False,0.011609086505314302,-8169382873339601
6,XRT_1_AutoML_20190425_054218,False,,5.0,1.0,15,20,0,False,0.011609086505314302,-5061120222178819186
