,model_id,mean_residual_deviance,rmse,mse,mae,rmsle,system_date,runtime
0,GBM_grid_1_AutoML_20190421_193852_model_8,25571141404123644,159909791.45794562,25571141404123644,95197723.51631412,0.3294268464571294,2019-04-21,500
1,GBM_1_AutoML_20190421_193027,25608395790612116,160026234.69485283,25608395790612116,96819212.36758102,0.3331421052832879,2019-04-21,500
2,XGBoost_1_AutoML_20190421_193852,25797215186942024,160615115.06375116,25797215186942024,94810332.9899216,0.32450802399745704,2019-04-21,500
3,XGBoost_grid_1_AutoML_20190421_193852_model_2,25952266820254724,161097072.6619659,25952266820254724,94894840.43001121,0.3312410095198983,2019-04-21,500
4,XGBoost_1_AutoML_20190421_193027,25963672277632090,161132468.10507214,25963672277632090,94764756.53930572,0.3259822280000789,2019-04-21,500
5,XGBoost_grid_1_AutoML_20190421_193852_model_4,26041375084170424,161373402.65412518,26041375084170424,93939690.124972,0.3258318217475044,2019-04-21,500
6,XGBoost_grid_1_AutoML_20190421_193852_model_5,26119480117433132,161615222.41866058,26119480117433132,93547247.57267638,0.32035796372325376,2019-04-21,500
7,XGBoost_2_AutoML_20190421_193027,26134884730871340,161662873.69359532,26134884730871340,94910189.58297873,0.3257761568094641,2019-04-21,500
8,XGBoost_grid_1_AutoML_20190421_193027_model_6,26210185668222092,161895601.13919738,26210185668222092,94276247.68555433,0.32725795145226344,2019-04-21,500
9,XGBoost_grid_1_AutoML_20190421_193027_model_4,26245533553365630,162004733.1202568,26245533553365630,94036116.99888018,0.32265116904251684,2019-04-21,500
10,XGBoost_2_AutoML_20190421_193852,26264856485215030,162064359.08371413,26264856485215030,94315665.56237404,0.3245158988519105,2019-04-21,500
11,GBM_1_AutoML_20190421_193852,26279155633803444,162108468.7294388,26279155633803444,97327058.64444073,0.3321160066321965,2019-04-21,500
12,GBM_grid_1_AutoML_20190421_193852_model_5,26397887611581510,162474267.5366826,26397887611581510,95846051.24052164,0.32871123380665457,2019-04-21,500
13,XGBoost_grid_1_AutoML_20190421_193852_model_7,26440379055855956,162604978.57032531,26440379055855956,98378239.81724524,0.3347187320143341,2019-04-21,500
14,XGBoost_grid_1_AutoML_20190421_193027_model_1,26686565270913868,163360231.60767698,26686565270913868,95577150.18589026,0.3336293424643191,2019-04-21,500
15,DRF_1_AutoML_20190421_193852,26740901050850308,163526453.67294648,26740901050850308,98123769.62061173,0.3381709947649401,2019-04-21,500
16,XRT_1_AutoML_20190421_193852,26800758131434212,163709370.93347532,26800758131434212,97507679.0992101,0.3355553951861386,2019-04-21,500
17,GBM_grid_1_AutoML_20190421_193852_model_18,26851196304206972,163863346.43295607,26851196304206972,97276308.73585878,0.33903167082554625,2019-04-21,500
18,GBM_4_AutoML_20190421_193027,27007662534862990,164340081.94857088,27007662534862990,97393457.22641207,0.3312914754145201,2019-04-21,500
19,GBM_4_AutoML_20190421_193852,27249419765676480,165073982.70374554,27249419765676480,98502566.73291816,0.3328970479644612,2019-04-21,500
20,GBM_grid_1_AutoML_20190421_193027_model_2,27388079208336188,165493441.58707982,27388079208336188,98562865.55332977,0.336311590042542,2019-04-21,500
21,GBM_3_AutoML_20190421_193852,27418320451079012,165584783.27152833,27418320451079012,99587680.72650307,0.33538926428496274,2019-04-21,500
22,XGBoost_grid_1_AutoML_20190421_193852_model_10,27419574434052736,165588569.75664935,27419574434052736,96152521.0956327,0.32640355785193,2019-04-21,500
23,GBM_grid_1_AutoML_20190421_193852_model_15,27507817383138616,165854808.13994697,27507817383138616,97947971.33540766,0.3302751494734535,2019-04-21,500
24,GBM_2_AutoML_20190421_193027,27583374052185924,166082431.49769312,27583374052185924,101012846.90034136,0.3388681406396465,2019-04-21,500
25,GBM_3_AutoML_20190421_193027,27664062115152828,166325169.8184999,27664062115152828,99311822.14091992,0.33381452374477977,2019-04-21,500
26,XGBoost_grid_1_AutoML_20190421_193027_model_2,27678389956980028,166368236.0217239,27678389956980028,97946028.47928332,0.32966277380840164,2019-04-21,500
27,GBM_grid_1_AutoML_20190421_193852_model_7,27797080832182332,166724565.7729608,27797080832182332,100784946.62844037,0.35029267343570797,2019-04-21,500
28,GBM_2_AutoML_20190421_193852,27812828429957544,166771785.47331542,27812828429957544,100681017.58989777,0.33896955154256136,2019-04-21,500
29,XRT_1_AutoML_20190421_193027,27932997379142360,167131676.76757857,27932997379142360,99459972.8864157,0.33818160810970993,2019-04-21,500
30,XGBoost_grid_1_AutoML_20190421_193027_model_3,27953486006755252,167192960.39832315,27953486006755252,98370607.3961926,0.3315897108850539,2019-04-21,500
31,DRF_1_AutoML_20190421_193027,28016822318871584,167382264.05109826,28016822318871584,99031387.1455244,0.3408470418439786,2019-04-21,500
32,GBM_grid_1_AutoML_20190421_193027_model_6,28134553045982250,167733577.57462353,28134553045982250,100545795.54841888,0.3410622703819653,2019-04-21,500
33,XGBoost_grid_1_AutoML_20190421_193852_model_1,28151999485235524,167785575.91531974,28151999485235524,97642684.97827548,0.3289291112922155,2019-04-21,500
34,GBM_grid_1_AutoML_20190421_193852_model_16,28185621089782890,167885738.19649747,28185621089782890,101147494.05638872,0.3381587959483219,2019-04-21,500
35,XGBoost_3_AutoML_20190421_193027,28277404641281270,168158867.26926202,28277404641281270,102986364.77849944,0.3448139231128953,2019-04-21,500
36,XGBoost_3_AutoML_20190421_193852,28885997592958524,169958811.46018443,28885997592958524,103392672.50167972,0.3469717034470748,2019-04-21,500
37,XGBoost_grid_1_AutoML_20190421_193852_model_3,28939752817875344,170116879.87344274,28939752817875344,98972962.58544232,0.3311129575530889,2019-04-21,500
38,GBM_grid_1_AutoML_20190421_193852_model_20,29422910103265144,171531076.20272526,29422910103265144,103225153.25718318,0.3443803378738321,2019-04-21,500
39,XGBoost_grid_1_AutoML_20190421_193852_model_9,29523497473880540,171824030.54835066,29523497473880540,101114085.57222845,2.1711774175615197,2019-04-21,500
40,XGBoost_grid_1_AutoML_20190421_193027_model_7,30221592374024116,173843585.94444638,30221592374024116,100653351.80111982,0.3334617282611888,2019-04-21,500
41,GBM_grid_1_AutoML_20190421_193027_model_5,30326662038471210,174145519.7197769,30326662038471210,105627531.44532976,0.3931418050179547,2019-04-21,500
42,GBM_grid_1_AutoML_20190421_193852_model_12,30474929865168812,174570701.62306392,30474929865168812,109249906.29225989,,2019-04-21,500
43,GBM_grid_1_AutoML_20190421_193852_model_13,30619632271711468,174984662.9613906,30619632271711468,105414169.10187142,0.38647636218648096,2019-04-21,500
44,GBM_grid_1_AutoML_20190421_193027_model_3,31000459976176770,176069474.85630998,31000459976176770,109830366.99763626,,2019-04-21,500
45,GBM_grid_1_AutoML_20190421_193852_model_17,32114681272632548,179205695.42465034,32114681272632548,108556100.5826916,0.3779122020051669,2019-04-21,500
46,GBM_grid_1_AutoML_20190421_193027_model_7,32344904736735096,179846892.48562258,32344904736735096,108877347.5101598,0.3771165089819253,2019-04-21,500
47,GBM_grid_1_AutoML_20190421_193027_model_10,33524110504641880,183095905.20992512,33524110504641880,116694037.04303204,,2019-04-21,500
48,GBM_grid_1_AutoML_20190421_193852_model_3,33999501737146870,184389538.03604716,33999501737146870,116637095.52664834,0.4056652556790789,2019-04-21,500
49,GBM_grid_1_AutoML_20190421_193852_model_14,34040942718537708,184501877.27645943,34040942718537708,111253956.20000891,0.3630153994697393,2019-04-21,500
50,GBM_5_AutoML_20190421_193027,34108814013565956,184685716.86399025,34108814013565956,110479219.98152792,0.3600436406456561,2019-04-21,500
51,GBM_5_AutoML_20190421_193852,34321046423633780,185259403.06401125,34321046423633780,110900073.81838158,0.3627046067492603,2019-04-21,500
52,GBM_grid_1_AutoML_20190421_193852_model_9,35031886078541972,187168069.0677285,35031886078541972,115726848.8384715,0.40751538462957976,2019-04-21,500
53,GBM_grid_1_AutoML_20190421_193027_model_4,35977009196031210,189676063.84578732,35977009196031210,114548846.66121855,0.4050911555463272,2019-04-21,500
54,DeepLearning_grid_1_AutoML_20190421_193852_model_1,36156747323155990,190149276.42027983,36156747323155990,124517103.21276984,,2019-04-21,500
55,DeepLearning_1_AutoML_20190421_193027,36441408972133860,190896330.4312942,36441408972133860,122463715.79679014,,2019-04-21,500
56,GBM_grid_1_AutoML_20190421_193852_model_2,36729046473233680,191648236.2904331,36729046473233680,122603441.18863752,0.4338300802438681,2019-04-21,500
57,GBM_grid_1_AutoML_20190421_193852_model_21,36871421503284610,192019325.85884318,36871421503284610,121497390.90462384,0.4162682750212663,2019-04-21,500
58,DeepLearning_1_AutoML_20190421_193852,36989523405090160,192326606.07698083,36989523405090160,120956465.32542856,,2019-04-21,500
59,GBM_grid_1_AutoML_20190421_193852_model_1,38210626910409000,195475386.9683061,38210626910409000,126817896.24776244,,2019-04-21,500
60,DeepLearning_grid_1_AutoML_20190421_193852_model_2,38794605601624810,196963462.60569447,38794605601624810,122630084.04224932,,2019-04-21,500
61,DeepLearning_grid_1_AutoML_20190421_193027_model_3,39410689702069660,198521257.55714342,39410689702069660,129178541.22321574,,2019-04-21,500
62,DeepLearning_grid_1_AutoML_20190421_193852_model_7,39970021925900940,199925040.76753604,39970021925900940,123401057.68302982,0.4262770524411264,2019-04-21,500
63,GBM_grid_1_AutoML_20190421_193027_model_9,40278059846717420,200693945.71515465,40278059846717420,125847625.89919583,0.4784418326882552,2019-04-21,500
64,DeepLearning_grid_1_AutoML_20190421_193852_model_6,41599303744854350,203959073.7007166,41599303744854350,124190468.79245263,0.4173456439978354,2019-04-21,500
65,DeepLearning_grid_1_AutoML_20190421_193027_model_1,41791420522393280,204429500.12753364,41791420522393280,128681933.6642554,,2019-04-21,500
66,DeepLearning_grid_1_AutoML_20190421_193852_model_3,42016851221847304,204980123.96778208,42016851221847304,130628492.75062016,,2019-04-21,500
67,DeepLearning_grid_1_AutoML_20190421_193852_model_8,43292080233585544,208067489.6123504,43292080233585544,145865189.44908455,0.5326782818305471,2019-04-21,500
68,GBM_grid_1_AutoML_20190421_193027_model_8,44372326136844424,210647397.65030196,44372326136844424,132428227.96973228,,2019-04-21,500
