,model_id,ntrees,learn_rate,max_depth,sample_rate,col_sample_rate,score_each_iteration,seed,stopping_rounds,stopping_metric,stopping_tolerance
27,GBM_grid_1_AutoML_20190421_193852_model_13,398,0.005,17,0.7,1.0,False,926551006183326168,0,deviance,0.014965432360392486
28,GBM_grid_1_AutoML_20190421_193852_model_14,82,0.1,6,1.0,0.7,False,4960138876623192878,0,deviance,0.014965432360392486
29,GBM_grid_1_AutoML_20190421_193852_model_15,98,0.05,16,0.8,0.4,False,5575868254829243114,0,deviance,0.014965432360392486
30,GBM_grid_1_AutoML_20190421_193852_model_16,98,0.05,9,0.5,0.4,False,4052181674862863573,0,deviance,0.014965432360392486
31,GBM_grid_1_AutoML_20190421_193852_model_17,270,0.008,8,0.7,0.4,False,-8981271411912211860,0,deviance,0.014965432360392486
32,GBM_grid_1_AutoML_20190421_193852_model_18,91,0.08,17,0.8,1.0,False,5355661886864578261,0,deviance,0.014965432360392486
33,GBM_grid_1_AutoML_20190421_193852_model_19,368,0.001,9,0.5,0.7,False,3751026078426248837,0,deviance,0.014965432360392486
34,GBM_grid_1_AutoML_20190421_193852_model_2,367,0.005,4,0.8,0.4,False,5635968206635809269,0,deviance,0.014965432360392486
35,GBM_grid_1_AutoML_20190421_193852_model_20,100,0.05,7,0.7,0.7,False,-6817732456818084703,0,deviance,0.014965432360392486
36,GBM_grid_1_AutoML_20190421_193852_model_21,273,0.01,3,0.6,1.0,False,4878236833650884881,0,deviance,0.014965432360392486
37,GBM_grid_1_AutoML_20190421_193852_model_22,92,0.001,12,1.0,0.4,False,5619006297585149539,0,deviance,0.014965432360392486
38,GBM_grid_1_AutoML_20190421_193852_model_23,17,0.001,8,0.5,1.0,False,-4230225667908683070,0,deviance,0.014965432360392486
39,GBM_grid_1_AutoML_20190421_193852_model_24,1,0.008,17,0.5,0.4,False,926661288037231606,0,deviance,0.014965432360392486
40,GBM_grid_1_AutoML_20190421_193852_model_3,282,0.008,4,0.6,1.0,False,7742484372466463139,0,deviance,0.014965432360392486
41,GBM_grid_1_AutoML_20190421_193852_model_4,302,0.008,8,0.6,0.4,False,-8855671952995182370,0,deviance,0.014965432360392486
42,GBM_grid_1_AutoML_20190421_193852_model_5,71,0.08,9,0.7,0.7,False,-6010621745854196896,0,deviance,0.014965432360392486
43,GBM_grid_1_AutoML_20190421_193852_model_6,126,0.001,4,0.8,1.0,False,7523975257873901412,0,deviance,0.014965432360392486
44,GBM_grid_1_AutoML_20190421_193852_model_7,110,0.1,12,0.6,0.7,False,1381225275305757435,0,deviance,0.014965432360392486
45,GBM_grid_1_AutoML_20190421_193852_model_8,91,0.05,17,0.6,0.7,False,-6527299506414345488,0,deviance,0.014965432360392486
46,GBM_grid_1_AutoML_20190421_193852_model_9,337,0.008,8,1.0,0.4,False,4370751826042267024,0,deviance,0.014965432360392486
