,model_id,ntrees,max_depth,min_rows,min_sum_hessian_in_leaf,sample_rate,col_sample_rate,col_sample_rate_per_tree,booster,reg_lambda,reg_alpha
0,XGBoost_1_AutoML_20190421_193027,110,5,3.0,100.0,0.8,0.8,0.8,gbtree,1.0,0.0
1,XGBoost_1_AutoML_20190421_193852,106,5,3.0,100.0,0.8,0.8,0.8,gbtree,1.0,0.0
2,XGBoost_1_AutoML_20190421_195113,101,5,3.0,100.0,0.8,0.8,0.8,gbtree,1.0,0.0
3,XGBoost_1_AutoML_20190421_201138,109,5,3.0,100.0,0.8,0.8,0.8,gbtree,1.0,0.0
4,XGBoost_1_AutoML_20190421_204058,108,5,3.0,100.0,0.8,0.8,0.8,gbtree,1.0,0.0
5,XGBoost_2_AutoML_20190421_193027,110,5,3.0,100.0,0.8,0.8,0.8,gbtree,1.0,0.0
6,XGBoost_2_AutoML_20190421_193852,106,5,3.0,100.0,0.8,0.8,0.8,gbtree,1.0,0.0
7,XGBoost_2_AutoML_20190421_195113,101,5,3.0,100.0,0.8,0.8,0.8,gbtree,1.0,0.0
8,XGBoost_2_AutoML_20190421_201138,109,5,3.0,100.0,0.8,0.8,0.8,gbtree,1.0,0.0
9,XGBoost_2_AutoML_20190421_204058,108,5,3.0,100.0,0.8,0.8,0.8,gbtree,1.0,0.0
10,XGBoost_3_AutoML_20190421_193027,110,5,3.0,100.0,0.8,0.8,0.8,gbtree,1.0,0.0
11,XGBoost_3_AutoML_20190421_193852,106,5,3.0,100.0,0.8,0.8,0.8,gbtree,1.0,0.0
12,XGBoost_3_AutoML_20190421_195113,101,5,3.0,100.0,0.8,0.8,0.8,gbtree,1.0,0.0
13,XGBoost_3_AutoML_20190421_201138,109,5,3.0,100.0,0.8,0.8,0.8,gbtree,1.0,0.0
14,XGBoost_3_AutoML_20190421_204058,108,5,3.0,100.0,0.8,0.8,0.8,gbtree,1.0,0.0
15,XGBoost_grid_1_AutoML_20190421_193027_model_1,104,10,0.01,100.0,1.0,0.8,0.7,dart,0.001,0.01
16,XGBoost_grid_1_AutoML_20190421_193027_model_2,157,10,20.0,100.0,0.8,0.6,0.8,gbtree,1.0,0.01
17,XGBoost_grid_1_AutoML_20190421_193027_model_3,140,15,20.0,100.0,0.6,0.8,0.9,gbtree,0.01,0.1
18,XGBoost_grid_1_AutoML_20190421_193027_model_4,109,15,10.0,100.0,0.8,0.6,0.9,dart,1.0,0.5
19,XGBoost_grid_1_AutoML_20190421_193027_model_5,79,5,0.1,100.0,0.6,1.0,0.8,dart,10.0,0.5
20,XGBoost_grid_1_AutoML_20190421_193027_model_6,91,10,0.01,100.0,0.8,0.6,0.7,dart,0.1,0.1
21,XGBoost_grid_1_AutoML_20190421_193027_model_7,71,20,20.0,100.0,0.6,0.6,1.0,gbtree,0.01,0.001
22,XGBoost_grid_1_AutoML_20190421_193027_model_8,1,10,20.0,100.0,0.6,1.0,0.7,dart,0.1,0.5
23,XGBoost_grid_1_AutoML_20190421_193852_model_1,144,20,20.0,100.0,1.0,1.0,1.0,gbtree,10.0,0.5
24,XGBoost_grid_1_AutoML_20190421_193852_model_10,78,15,15.0,100.0,1.0,1.0,0.9,gbtree,0.001,0.1
25,XGBoost_grid_1_AutoML_20190421_193852_model_11,19,5,1.0,100.0,1.0,0.8,0.7,gbtree,0.001,1.0
26,XGBoost_grid_1_AutoML_20190421_193852_model_2,106,15,5.0,100.0,1.0,1.0,0.7,gbtree,0.01,0.1
27,XGBoost_grid_1_AutoML_20190421_193852_model_3,263,20,15.0,100.0,0.8,0.8,1.0,gbtree,100.0,1.0
28,XGBoost_grid_1_AutoML_20190421_193852_model_4,91,10,0.1,100.0,0.8,0.8,0.7,dart,0.1,0.5
29,XGBoost_grid_1_AutoML_20190421_193852_model_5,186,15,3.0,100.0,0.6,0.8,0.8,gbtree,10.0,0.001
30,XGBoost_grid_1_AutoML_20190421_193852_model_6,77,15,5.0,100.0,0.8,1.0,0.8,dart,100.0,0.001
31,XGBoost_grid_1_AutoML_20190421_193852_model_7,189,5,0.01,100.0,1.0,0.8,0.9,gbtree,0.01,0.1
32,XGBoost_grid_1_AutoML_20190421_193852_model_8,115,20,5.0,100.0,0.6,1.0,0.7,dart,100.0,0.01
33,XGBoost_grid_1_AutoML_20190421_193852_model_9,126,15,20.0,100.0,0.8,0.6,0.7,dart,0.01,0.001
34,XGBoost_grid_1_AutoML_20190421_195113_model_1,137,20,15.0,100.0,0.8,0.6,0.8,gbtree,0.001,0.001
35,XGBoost_grid_1_AutoML_20190421_195113_model_10,176,5,20.0,100.0,0.8,0.6,1.0,gbtree,0.01,1.0
36,XGBoost_grid_1_AutoML_20190421_195113_model_11,189,5,5.0,100.0,0.6,0.8,1.0,gbtree,10.0,1.0
37,XGBoost_grid_1_AutoML_20190421_195113_model_12,188,5,0.1,100.0,0.6,0.8,0.7,gbtree,1.0,0.01
38,XGBoost_grid_1_AutoML_20190421_195113_model_13,174,15,10.0,100.0,0.8,0.6,0.8,gbtree,10.0,0.01
39,XGBoost_grid_1_AutoML_20190421_195113_model_14,61,5,15.0,100.0,0.6,0.8,0.8,dart,0.01,0.01
40,XGBoost_grid_1_AutoML_20190421_195113_model_15,44,15,0.1,100.0,1.0,0.8,0.8,dart,0.1,0.001
41,XGBoost_grid_1_AutoML_20190421_195113_model_2,196,5,0.01,100.0,0.6,0.6,0.8,gbtree,1.0,0.1
42,XGBoost_grid_1_AutoML_20190421_195113_model_3,285,10,0.1,100.0,0.8,0.6,1.0,gbtree,100.0,0.5
43,XGBoost_grid_1_AutoML_20190421_195113_model_4,114,15,0.1,100.0,1.0,1.0,0.8,gbtree,1.0,0.001
44,XGBoost_grid_1_AutoML_20190421_195113_model_5,111,20,0.01,100.0,1.0,1.0,0.9,gbtree,1.0,0.01
45,XGBoost_grid_1_AutoML_20190421_195113_model_6,169,20,10.0,100.0,1.0,0.6,0.7,gbtree,10.0,0.5
46,XGBoost_grid_1_AutoML_20190421_195113_model_7,112,15,0.1,100.0,0.6,0.6,0.7,dart,1.0,0.5
47,XGBoost_grid_1_AutoML_20190421_195113_model_8,79,15,1.0,100.0,0.8,0.8,0.7,dart,10.0,0.01
48,XGBoost_grid_1_AutoML_20190421_195113_model_9,265,20,0.1,100.0,0.6,0.8,1.0,gbtree,100.0,0.01
49,XGBoost_grid_1_AutoML_20190421_201138_model_1,104,20,20.0,100.0,1.0,0.8,0.8,dart,0.1,0.5
50,XGBoost_grid_1_AutoML_20190421_201138_model_10,200,5,3.0,100.0,0.6,0.6,0.8,gbtree,0.01,0.01
51,XGBoost_grid_1_AutoML_20190421_201138_model_11,301,15,3.0,100.0,0.8,0.6,0.8,gbtree,100.0,0.5
52,XGBoost_grid_1_AutoML_20190421_201138_model_12,77,10,15.0,100.0,0.6,1.0,0.7,dart,10.0,0.1
53,XGBoost_grid_1_AutoML_20190421_201138_model_13,67,5,10.0,100.0,0.6,0.8,0.8,dart,0.01,0.5
54,XGBoost_grid_1_AutoML_20190421_201138_model_14,101,15,0.1,100.0,0.6,0.8,0.9,gbtree,0.01,0.01
55,XGBoost_grid_1_AutoML_20190421_201138_model_15,273,10,0.1,100.0,0.6,1.0,1.0,gbtree,100.0,0.1
56,XGBoost_grid_1_AutoML_20190421_201138_model_16,81,15,5.0,100.0,0.6,0.8,0.8,dart,100.0,0.5
57,XGBoost_grid_1_AutoML_20190421_201138_model_17,86,20,0.01,100.0,0.6,0.6,0.7,dart,100.0,1.0
58,XGBoost_grid_1_AutoML_20190421_201138_model_18,105,10,0.1,100.0,0.8,0.6,1.0,dart,0.01,1.0
59,XGBoost_grid_1_AutoML_20190421_201138_model_19,286,15,5.0,100.0,1.0,1.0,0.7,gbtree,100.0,0.001
60,XGBoost_grid_1_AutoML_20190421_201138_model_2,192,5,0.1,100.0,1.0,0.8,1.0,gbtree,0.1,0.01
61,XGBoost_grid_1_AutoML_20190421_201138_model_20,105,10,20.0,100.0,0.8,0.8,0.8,dart,0.1,1.0
62,XGBoost_grid_1_AutoML_20190421_201138_model_21,133,20,20.0,100.0,1.0,0.6,0.8,gbtree,0.001,0.001
63,XGBoost_grid_1_AutoML_20190421_201138_model_22,183,5,15.0,100.0,1.0,0.8,0.7,gbtree,10.0,0.1
64,XGBoost_grid_1_AutoML_20190421_201138_model_23,179,5,0.01,100.0,1.0,1.0,0.7,gbtree,0.01,0.01
65,XGBoost_grid_1_AutoML_20190421_201138_model_24,110,20,1.0,100.0,1.0,1.0,0.8,gbtree,1.0,0.5
66,XGBoost_grid_1_AutoML_20190421_201138_model_25,104,15,1.0,100.0,0.6,0.8,0.9,gbtree,0.1,1.0
67,XGBoost_grid_1_AutoML_20190421_201138_model_26,125,20,0.01,100.0,1.0,0.6,0.9,gbtree,100.0,0.1
68,XGBoost_grid_1_AutoML_20190421_201138_model_3,91,15,5.0,100.0,0.8,1.0,0.7,dart,10.0,0.1
69,XGBoost_grid_1_AutoML_20190421_201138_model_4,110,20,5.0,100.0,0.6,0.8,0.8,gbtree,0.001,0.001
70,XGBoost_grid_1_AutoML_20190421_201138_model_5,149,15,20.0,100.0,0.6,0.6,0.9,gbtree,0.1,0.1
71,XGBoost_grid_1_AutoML_20190421_201138_model_6,96,10,20.0,100.0,1.0,0.6,0.8,dart,100.0,0.1
72,XGBoost_grid_1_AutoML_20190421_201138_model_7,98,10,20.0,100.0,1.0,0.8,0.8,dart,1.0,0.1
73,XGBoost_grid_1_AutoML_20190421_201138_model_8,127,20,20.0,100.0,1.0,1.0,0.7,gbtree,0.001,0.01
74,XGBoost_grid_1_AutoML_20190421_201138_model_9,247,20,20.0,100.0,1.0,1.0,0.7,gbtree,100.0,0.01
75,XGBoost_grid_1_AutoML_20190421_204058_model_1,106,20,1.0,100.0,0.6,0.8,0.7,gbtree,0.001,0.001
76,XGBoost_grid_1_AutoML_20190421_204058_model_10,111,10,5.0,100.0,1.0,0.8,1.0,dart,1.0,0.01
77,XGBoost_grid_1_AutoML_20190421_204058_model_11,110,10,0.01,100.0,1.0,1.0,1.0,gbtree,0.1,0.5
78,XGBoost_grid_1_AutoML_20190421_204058_model_12,141,20,15.0,100.0,0.8,0.6,0.7,gbtree,0.1,0.5
79,XGBoost_grid_1_AutoML_20190421_204058_model_13,119,15,0.01,100.0,0.8,0.8,0.7,gbtree,1.0,0.5
80,XGBoost_grid_1_AutoML_20190421_204058_model_14,113,15,5.0,100.0,0.8,0.8,1.0,gbtree,0.001,1.0
81,XGBoost_grid_1_AutoML_20190421_204058_model_15,116,10,1.0,100.0,0.6,0.8,0.8,gbtree,0.001,0.5
82,XGBoost_grid_1_AutoML_20190421_204058_model_16,113,15,0.1,100.0,0.8,1.0,0.9,gbtree,1.0,0.001
83,XGBoost_grid_1_AutoML_20190421_204058_model_17,73,10,20.0,100.0,0.6,0.6,1.0,dart,10.0,0.01
