,model_id,ntrees,learn_rate,max_depth,sample_rate,col_sample_rate,score_each_iteration,seed,stopping_rounds,stopping_metric,stopping_tolerance
0,GBM_1_AutoML_20190421_193027,65,0.1,15,0.8,0.8,False,6024422029629654785,0,deviance,0.014965432360392486
1,GBM_1_AutoML_20190421_193852,65,0.1,15,0.8,0.8,False,297884905804230304,0,deviance,0.014965432360392486
2,GBM_1_AutoML_20190421_195113,63,0.1,15,0.8,0.8,False,4783233282849044088,0,deviance,0.014965432360392486
3,GBM_1_AutoML_20190421_201138,65,0.1,15,0.8,0.8,False,2212637524353524569,0,deviance,0.014965432360392486
4,GBM_1_AutoML_20190421_204058,65,0.1,15,0.8,0.8,False,9073645121731161164,0,deviance,0.014965432360392486
5,GBM_2_AutoML_20190421_193027,65,0.1,15,0.8,0.8,False,6024422029629654785,0,deviance,0.014965432360392486
6,GBM_2_AutoML_20190421_193852,65,0.1,15,0.8,0.8,False,297884905804230304,0,deviance,0.014965432360392486
7,GBM_2_AutoML_20190421_195113,63,0.1,15,0.8,0.8,False,4783233282849044088,0,deviance,0.014965432360392486
8,GBM_2_AutoML_20190421_201138,65,0.1,15,0.8,0.8,False,2212637524353524569,0,deviance,0.014965432360392486
9,GBM_2_AutoML_20190421_204058,65,0.1,15,0.8,0.8,False,9073645121731161164,0,deviance,0.014965432360392486
10,GBM_3_AutoML_20190421_193027,65,0.1,15,0.8,0.8,False,6024422029629654785,0,deviance,0.014965432360392486
11,GBM_3_AutoML_20190421_193852,65,0.1,15,0.8,0.8,False,297884905804230304,0,deviance,0.014965432360392486
12,GBM_3_AutoML_20190421_195113,63,0.1,15,0.8,0.8,False,4783233282849044088,0,deviance,0.014965432360392486
13,GBM_3_AutoML_20190421_201138,65,0.1,15,0.8,0.8,False,2212637524353524569,0,deviance,0.014965432360392486
14,GBM_3_AutoML_20190421_204058,65,0.1,15,0.8,0.8,False,9073645121731161164,0,deviance,0.014965432360392486
15,GBM_4_AutoML_20190421_193027,65,0.1,15,0.8,0.8,False,6024422029629654785,0,deviance,0.014965432360392486
16,GBM_4_AutoML_20190421_193852,65,0.1,15,0.8,0.8,False,297884905804230304,0,deviance,0.014965432360392486
17,GBM_4_AutoML_20190421_195113,63,0.1,15,0.8,0.8,False,4783233282849044088,0,deviance,0.014965432360392486
18,GBM_4_AutoML_20190421_201138,65,0.1,15,0.8,0.8,False,2212637524353524569,0,deviance,0.014965432360392486
19,GBM_4_AutoML_20190421_204058,65,0.1,15,0.8,0.8,False,9073645121731161164,0,deviance,0.014965432360392486
20,GBM_5_AutoML_20190421_193027,65,0.1,15,0.8,0.8,False,6024422029629654785,0,deviance,0.014965432360392486
21,GBM_5_AutoML_20190421_193852,65,0.1,15,0.8,0.8,False,297884905804230304,0,deviance,0.014965432360392486
22,GBM_5_AutoML_20190421_195113,63,0.1,15,0.8,0.8,False,4783233282849044088,0,deviance,0.014965432360392486
23,GBM_5_AutoML_20190421_201138,65,0.1,15,0.8,0.8,False,2212637524353524569,0,deviance,0.014965432360392486
24,GBM_5_AutoML_20190421_204058,65,0.1,15,0.8,0.8,False,9073645121731161164,0,deviance,0.014965432360392486
25,GBM_grid_1_AutoML_20190421_193027_model_1,30,0.8,8,0.6,0.7,False,3124092606928605225,0,deviance,0.014965432360392486
26,GBM_grid_1_AutoML_20190421_193027_model_10,46,0.8,8,0.9,0.7,False,4692662799764857830,0,deviance,0.014965432360392486
27,GBM_grid_1_AutoML_20190421_193027_model_11,77,0.01,6,1.0,0.4,False,-3530982630697928853,0,deviance,0.014965432360392486
