,model_id,ntrees,learn_rate,max_depth,sample_rate,col_sample_rate,score_each_iteration,seed,stopping_rounds,stopping_metric,stopping_tolerance
38,GBM_grid_1_AutoML_20190425_040839_model_14,55,0.1,13,0.7,0.4,False,-7045985887688379629,0,deviance,0.011609086505314302
39,GBM_grid_1_AutoML_20190425_040839_model_15,448,0.005,3,0.9,1.0,False,606085004681480862,0,deviance,0.011609086505314302
40,GBM_grid_1_AutoML_20190425_040839_model_16,156,0.05,15,1.0,0.7,False,-2048560504733410558,0,deviance,0.011609086505314302
41,GBM_grid_1_AutoML_20190425_040839_model_17,30,0.8,8,0.9,1.0,False,-1588338376828620350,0,deviance,0.011609086505314302
42,GBM_grid_1_AutoML_20190425_040839_model_18,260,0.01,12,0.9,0.4,False,1200822257441343333,0,deviance,0.011609086505314302
43,GBM_grid_1_AutoML_20190425_040839_model_19,67,0.1,13,0.6,0.4,False,1363329384422632462,0,deviance,0.011609086505314302
44,GBM_grid_1_AutoML_20190425_040839_model_2,94,0.08,16,0.5,0.7,False,4274705796470630362,0,deviance,0.011609086505314302
45,GBM_grid_1_AutoML_20190425_040839_model_20,436,0.005,13,0.6,0.4,False,3348441687563003820,0,deviance,0.011609086505314302
46,GBM_grid_1_AutoML_20190425_040839_model_21,415,0.001,13,0.9,0.4,False,3099765816924326757,0,deviance,0.011609086505314302
47,GBM_grid_1_AutoML_20190425_040839_model_22,63,0.1,15,0.8,1.0,False,-3536219307378433182,0,deviance,0.011609086505314302
48,GBM_grid_1_AutoML_20190425_040839_model_23,642,0.001,7,0.8,1.0,False,-3661980969011207301,0,deviance,0.011609086505314302
49,GBM_grid_1_AutoML_20190425_040839_model_24,54,0.1,13,0.5,0.4,False,-2673030473880562494,0,deviance,0.011609086505314302
50,GBM_grid_1_AutoML_20190425_040839_model_25,293,0.01,4,0.5,1.0,False,-6097498990510367974,0,deviance,0.011609086505314302
51,GBM_grid_1_AutoML_20190425_040839_model_26,54,0.5,4,0.5,1.0,False,5004331174401921267,0,deviance,0.011609086505314302
52,GBM_grid_1_AutoML_20190425_040839_model_27,80,0.08,8,0.8,0.4,False,792624493303092840,0,deviance,0.011609086505314302
53,GBM_grid_1_AutoML_20190425_040839_model_28,116,0.1,9,0.5,0.7,False,1691396691505618896,0,deviance,0.011609086505314302
54,GBM_grid_1_AutoML_20190425_040839_model_29,92,0.08,12,0.5,0.7,False,3348166776104330507,0,deviance,0.011609086505314302
55,GBM_grid_1_AutoML_20190425_040839_model_3,325,0.01,3,0.5,0.4,False,-5698494297708781256,0,deviance,0.011609086505314302
56,GBM_grid_1_AutoML_20190425_040839_model_30,30,0.5,13,0.6,0.4,False,-4406575484820745939,0,deviance,0.011609086505314302
57,GBM_grid_1_AutoML_20190425_040839_model_31,88,0.05,7,0.5,0.4,False,1781734522232379578,0,deviance,0.011609086505314302
58,GBM_grid_1_AutoML_20190425_040839_model_32,38,0.8,4,0.5,1.0,False,9188517246338338125,0,deviance,0.011609086505314302
59,GBM_grid_1_AutoML_20190425_040839_model_33,5,0.8,17,0.9,1.0,False,-6634361204192029663,0,deviance,0.011609086505314302
60,GBM_grid_1_AutoML_20190425_040839_model_34,1,0.001,13,0.6,1.0,False,207413042864157790,0,deviance,0.011609086505314302
61,GBM_grid_1_AutoML_20190425_040839_model_4,71,0.05,13,0.6,1.0,False,9169096600081472207,0,deviance,0.011609086505314302
62,GBM_grid_1_AutoML_20190425_040839_model_5,37,0.8,17,0.9,0.7,False,3846649455465332253,0,deviance,0.011609086505314302
63,GBM_grid_1_AutoML_20190425_040839_model_6,34,0.5,9,0.8,0.7,False,-1464168459831752575,0,deviance,0.011609086505314302
64,GBM_grid_1_AutoML_20190425_040839_model_7,146,0.05,5,0.7,0.7,False,-6677212343259294683,0,deviance,0.011609086505314302
65,GBM_grid_1_AutoML_20190425_040839_model_8,84,0.5,11,0.5,0.7,False,-6353264181190747711,0,deviance,0.011609086505314302
66,GBM_grid_1_AutoML_20190425_040839_model_9,42,0.8,6,1.0,0.7,False,-8438608121014343408,0,deviance,0.011609086505314302
67,GBM_grid_1_AutoML_20190425_044008_model_1,107,0.1,12,1.0,1.0,False,-2145753676651330398,0,deviance,0.011609086505314302
68,GBM_grid_1_AutoML_20190425_044008_model_10,34,0.8,14,0.6,1.0,False,-2835167148929930167,0,deviance,0.011609086505314302
69,GBM_grid_1_AutoML_20190425_044008_model_11,471,0.005,8,0.8,1.0,False,7319556230840783082,0,deviance,0.011609086505314302
70,GBM_grid_1_AutoML_20190425_044008_model_12,99,0.05,16,0.6,1.0,False,-1286529176532891972,0,deviance,0.011609086505314302
71,GBM_grid_1_AutoML_20190425_044008_model_13,32,0.5,17,0.5,0.7,False,-5239838716188652147,0,deviance,0.011609086505314302
72,GBM_grid_1_AutoML_20190425_044008_model_14,110,0.08,9,0.8,1.0,False,5532608390363354808,0,deviance,0.011609086505314302
73,GBM_grid_1_AutoML_20190425_044008_model_15,40,0.8,5,0.5,0.7,False,-2259474453243476228,0,deviance,0.011609086505314302
74,GBM_grid_1_AutoML_20190425_044008_model_16,308,0.008,17,0.8,1.0,False,114504730336431193,0,deviance,0.011609086505314302
75,GBM_grid_1_AutoML_20190425_044008_model_17,472,0.005,9,0.6,0.4,False,1637140648421013566,0,deviance,0.011609086505314302
76,GBM_grid_1_AutoML_20190425_044008_model_18,147,0.05,5,0.5,0.4,False,-5391656200793786218,0,deviance,0.011609086505314302
77,GBM_grid_1_AutoML_20190425_044008_model_19,318,0.01,3,0.6,0.7,False,-2455693033529863044,0,deviance,0.011609086505314302
78,GBM_grid_1_AutoML_20190425_044008_model_2,72,0.5,4,1.0,0.4,False,7317451229729062013,0,deviance,0.011609086505314302
79,GBM_grid_1_AutoML_20190425_044008_model_20,457,0.005,12,0.9,1.0,False,-6108439048023938191,0,deviance,0.011609086505314302
80,GBM_grid_1_AutoML_20190425_044008_model_21,299,0.008,8,0.6,0.4,False,2719273485049911756,0,deviance,0.011609086505314302
81,GBM_grid_1_AutoML_20190425_044008_model_22,62,0.5,4,0.8,0.4,False,6066227451235123838,0,deviance,0.011609086505314302
82,GBM_grid_1_AutoML_20190425_044008_model_23,90,0.08,15,0.8,0.4,False,-2235475147790138101,0,deviance,0.011609086505314302
83,GBM_grid_1_AutoML_20190425_044008_model_24,48,0.5,10,0.8,0.7,False,-3443545936679401686,0,deviance,0.011609086505314302
84,GBM_grid_1_AutoML_20190425_044008_model_25,471,0.005,16,1.0,0.7,False,-5037886019587648118,0,deviance,0.011609086505314302
85,GBM_grid_1_AutoML_20190425_044008_model_26,65,0.8,3,0.9,1.0,False,4210338702322100548,0,deviance,0.011609086505314302
86,GBM_grid_1_AutoML_20190425_044008_model_27,572,0.001,7,0.5,0.4,False,126848077407799910,0,deviance,0.011609086505314302
87,GBM_grid_1_AutoML_20190425_044008_model_28,215,0.005,11,0.8,0.4,False,-4926057188501907556,0,deviance,0.011609086505314302
88,GBM_grid_1_AutoML_20190425_044008_model_29,110,0.001,5,0.7,0.7,False,-5163791532154329733,0,deviance,0.011609086505314302
89,GBM_grid_1_AutoML_20190425_044008_model_3,134,0.05,3,0.9,0.4,False,-4296390749183871072,0,deviance,0.011609086505314302
90,GBM_grid_1_AutoML_20190425_044008_model_30,13,0.1,14,0.7,0.4,False,771113891342150806,0,deviance,0.011609086505314302
91,GBM_grid_1_AutoML_20190425_044008_model_31,1,0.8,3,0.9,1.0,False,8460710322061659507,0,deviance,0.011609086505314302
92,GBM_grid_1_AutoML_20190425_044008_model_4,98,0.5,4,0.9,0.7,False,-6103050740151744702,0,deviance,0.011609086505314302
93,GBM_grid_1_AutoML_20190425_044008_model_5,33,0.8,16,0.9,0.4,False,4577818648390299730,0,deviance,0.011609086505314302
94,GBM_grid_1_AutoML_20190425_044008_model_6,79,0.5,14,0.8,0.4,False,-1023905247349020337,0,deviance,0.011609086505314302
95,GBM_grid_1_AutoML_20190425_044008_model_7,64,0.08,10,1.0,0.4,False,6364228127700380813,0,deviance,0.011609086505314302
96,GBM_grid_1_AutoML_20190425_044008_model_8,413,0.005,8,0.9,0.7,False,4636523128825234362,0,deviance,0.011609086505314302
97,GBM_grid_1_AutoML_20190425_044008_model_9,81,0.5,17,1.0,0.7,False,9056734827137660161,0,deviance,0.011609086505314302
