,model_id,exclusive_use_area,city,supply_area,apartment_building_count_in_sites,total_parking_capacity_in_site,room_count,total_household_count_in_sites,floor,bathroom_count,heat_type_district,total_household_count_of_area_type,heat_fuel_cogeneration,heat_type_individual,heat_fuel_gas,front_door_structure_mixed,front_door_structure_stairway,front_door_structure_corridor,heat_type_central
2,GBM_1_AutoML_20190425_031629,1.0,0.7804827572420837,0.7163860486190782,0.2699371654405612,0.2629691083340552,0.22123626633136087,0.2013855395654691,0.16242087866474503,0.1428549083546721,0.14203257119989277,0.12428138435536665,0.0992932030711366,0.06577054082756928,0.02790425862784624,0.016857035894991695,0.013960374181839633,0.012357402674486331,0.002217598659697123
3,GBM_grid_1_AutoML_20190425_034434_model_4,1.0,0.6423743097264852,0.49760402236298534,0.38809546432059294,0.3491785056296399,0.3014498391650735,0.22707863881714938,0.1932778366333418,0.18990257526614868,0.16319086790564247,0.1563471543464192,0.11544479820286076,0.11015154397046793,0.05912405195200609,0.029109201188729065,0.023624091087318288,0.019533256137959514,0.0029037351716499843
4,XGBoost_grid_1_AutoML_20190425_044008_model_1,1.0,0.6354190947829522,0.5500102127214829,0.23996341401398913,0.21374165457700836,0.19202209684544438,0.19088493067758247,0.1218992028270836,0.11139970803135722,0.07333064147035469,0.06923845875844586,0.05938074172921744,0.05796962082941908,0.04603829639443637,0.014650622493704028,0.006152299146533027,0.004299723000416094,0.00014052648313264392
5,XGBoost_1_AutoML_20190425_044008,1.0,0.9704975575244211,0.7068618628754432,0.3282000326802972,0.2808493639655107,0.262530688479413,0.24824126113498557,0.15661326229038472,0.13278427730043363,0.11617996841194325,0.10664815169452266,0.09223197231098083,0.0511010171018197,0.04685516783273714,0.024535654769164982,0.009149977897160494,0.006860201178844665,0.00088915084209709
6,GBM_1_AutoML_20190425_044008,1.0,0.6652000050688331,0.6557248510634254,0.2964515439789038,0.27692401819077506,0.20275543883159172,0.19444754646474408,0.1233841554259131,0.10745274017073168,0.08447462380193815,0.06725549061993062,0.051153546748809925,0.042659436913355164,0.027364672824418963,0.023294676440362625,0.011698848807266595,0.005791467086860617,0.0015467557000943015
7,XGBoost_1_AutoML_20190425_031629,1.0,0.6912375022622704,0.5423434314715718,0.28443650501163836,0.2692752013943351,0.22322073547831417,0.2093876758075335,0.14232875284538374,0.09920935513793727,0.07546855877094952,0.06608442942701691,0.05858826184757762,0.03995287235179963,0.0328418955168519,0.018056475976927527,0.016912969185935038,0.007647141001569105,0.0004634696831772342
8,XGBoost_grid_1_AutoML_20190425_044008_model_4,1.0,0.8060652519986126,0.7187625641955369,0.36229358846256055,0.2735696202339531,0.24121460052998311,0.22050333909233974,0.19109282527693316,0.16052024841268592,0.08396826930957323,0.0710644265732201,0.06371801123047643,0.05158203314174358,0.036133792056682754,0.019794200201772184,0.016318015198934072,0.011170612177621886,0.003997358742224169
9,XGBoost_grid_1_AutoML_20190425_040839_model_5,1.0,0.7087474046258186,0.5784832976230437,0.325658677691206,0.27938249172273794,0.2517213162039016,0.24007086262947347,0.2050008761020262,0.1596204803242134,0.07439016088026734,0.05617163202079661,0.05472343054526591,0.042966679335983936,0.039914502832824515,0.018736904602652812,0.016489456980835454,0.011078651328370534,0.0009057975683406423
10,XGBoost_grid_1_AutoML_20190425_040839_model_6,1.0,0.6970274757680438,0.4869350690412058,0.31897310163827913,0.2721816643199808,0.26892941071982307,0.21464664752546972,0.20120624773619372,0.1938945063013075,0.09492589671701401,0.09103981807249217,0.07459564049540116,0.054941126378804606,0.038272084841813686,0.02996138120196062,0.021332334892518602,0.009618203607008874,0.001978962869247435
11,GBM_grid_1_AutoML_20190425_044008_model_7,1.0,0.6914321148602266,0.6364450785896553,0.28022546587961394,0.2507224376943531,0.22382394227767022,0.18861560237048947,0.1239930119132235,0.10210613639854496,0.09648186716993382,0.06655481047858797,0.0453029762984203,0.0399691240455234,0.023995259938828534,0.01782215438557374,0.01776586741573944,0.012778487936616529,0.0012775788454597848
12,XGBoost_1_AutoML_20190425_040839,1.0,0.7634661948610089,0.6240426987722427,0.23573471357282022,0.23156483676606496,0.227976991001129,0.19014758273688379,0.1334871877650131,0.12839536015745628,0.10596259013054146,0.07177909565779485,0.05670345480044983,0.03829502695780888,0.029324904085680472,0.015898094711760326,0.010907957143186943,0.009128412160436354,0.0004898345107100282
13,XGBoost_grid_1_AutoML_20190425_034434_model_3,1.0,0.6800439877751564,0.46981959013308905,0.25423504258192864,0.24389836795390948,0.21936359694458196,0.21275207905592336,0.11736762584121721,0.09225904392412124,0.08162041522550878,0.08155221726945033,0.05369684439623734,0.05228592087511198,0.03813114478169885,0.017960573129115205,0.011781461042941413,0.008676670554467521,0.0001619856496234452
14,GBM_1_AutoML_20190425_034434,1.0,0.719377603952089,0.7064008429090597,0.2539570633132814,0.25221604044775386,0.1946019188044247,0.18493435596088242,0.10412519377129785,0.09245163892472731,0.09237960234510799,0.09221679732669642,0.05000339521937009,0.042098287843209035,0.03536676778962988,0.016629481969148506,0.016515617427576033,0.005245264451802691,0.001321035274377787
15,XGBoost_1_AutoML_20190425_034434,1.0,0.9664861260144393,0.6901874428299265,0.41223941317916113,0.2823966054310697,0.2560556118119948,0.2155021491557582,0.15595406676904594,0.10695765022779537,0.06981289109066,0.05489917585910404,0.04709849195102747,0.045265817552013664,0.041797619305228094,0.013302756886040509,0.012280498849356671,0.011068822545198018,0.0005595149682171379
16,XGBoost_2_AutoML_20190425_034434,1.0,0.8103645389215711,0.7268600184322271,0.35430268329586595,0.2731186280336374,0.24970706181112423,0.2455834610956552,0.19124862188956168,0.17854192326795923,0.13808736574189714,0.12444889937784055,0.07039786927617621,0.06985059524322214,0.04930439516742606,0.016097703768342506,0.007595991537899472,0.007489163305728058,7.792901583868675e-06
17,XGBoost_grid_1_AutoML_20190425_034434_model_1,1.0,0.5920501928098232,0.566035222124973,0.42730956138969556,0.1772134311359483,0.17568644325385346,0.16451691343150215,0.08313852461117602,0.06766743601387205,0.052394256720878024,0.03687131958457082,0.03543769477820462,0.021874812317123637,0.009273639802685788,0.008204750345153387,0.005214507794790289,0.0026630243218697244,0.000365422529944574
