,model_id,exclusive_use_area,city,supply_area,apartment_building_count_in_sites,total_parking_capacity_in_site,room_count,total_household_count_in_sites,floor,bathroom_count,heat_type_district,total_household_count_of_area_type,heat_fuel_cogeneration,heat_type_individual,heat_fuel_gas,front_door_structure_mixed,front_door_structure_stairway,front_door_structure_corridor,heat_type_central
83,GBM_2_AutoML_20190425_031629,1.0,0.6211864327011027,0.5842806444032671,0.20944324051806834,0.1810994783548386,0.17449122711702741,0.14214179396791327,0.09573743664799594,0.09278813468217857,0.08484191269176929,0.07493005188213518,0.06680629937435277,0.03818813691563035,0.026315557795704474,0.012100803522463075,0.01008943841630352,0.00949649580292715,0.0006880482361644887
84,XGBoost_grid_1_AutoML_20190425_054218_model_5,1.0,0.9649839716601123,0.919067458744617,0.2549537759847418,0.2189109631304521,0.18635980166977797,0.13324968736600287,0.11878866389750119,0.0708289657567251,0.06051548149264575,0.04865301371574989,0.042873774966349386,0.03883389773026641,0.038524917556143984,0.021700040707344978,0.01173885355749534,0.007753692409653679,0.005215657370178498
85,GBM_2_AutoML_20190425_034434,1.0,0.8787307975324193,0.7252772303656246,0.24365312814410486,0.21126555906631517,0.19878419986276363,0.1871108233848105,0.1260458065788462,0.08593927051753011,0.07589091427406304,0.06853723646820237,0.029606162887254636,0.025347084109088112,0.0235220170308715,0.01591798521103793,0.011881115709267084,0.011311104566571339,0.0007955663465519242
86,GBM_3_AutoML_20190425_040839,1.0,0.5354962793600606,0.5311741830239811,0.17093708691155018,0.16137848429279875,0.1546459754490219,0.15250769772256184,0.14924446554664164,0.0676569835573077,0.05917714750757721,0.048338837381038446,0.04740988448066359,0.031061772074948472,0.03075548887384851,0.025994602845258414,0.007786788497091371,0.004183742123918636,0.00025091038854465627
87,XGBoost_grid_1_AutoML_20190425_050348_model_7,1.0,0.6006935114599439,0.546587058918529,0.22159798054933624,0.1996893988194639,0.19736487633638775,0.1849277247708178,0.12382481585910037,0.09821855782647343,0.08408412488947997,0.07024465393832985,0.03980899820340114,0.023197257891126904,0.022794438752902983,0.009982751591848523,0.004817123299970076,0.003536885580313044,1.9564551821396816e-05
88,GBM_grid_1_AutoML_20190425_050348_model_18,1.0,0.8237691159384917,0.572554269979212,0.3206132732661979,0.29702332356693606,0.27589096404661684,0.22665014618533127,0.2022581748892049,0.16237579644000336,0.1326965514954516,0.09287405626417093,0.08048565610068752,0.05167438777393781,0.03245224126508768,0.02288795025792592,0.013607906753335968,0.01211315116034631,0.0010257964773757729
89,GBM_2_AutoML_20190425_040839,1.0,0.8254052888602491,0.7914444121386088,0.21078079153753193,0.1971043844082518,0.19059301158949066,0.1722768560487411,0.17176779861656083,0.13500326400338977,0.1150428021940017,0.07735105085617047,0.07362354987053867,0.05955383311777543,0.029531356763064648,0.014462632364046865,0.008740067221456097,0.0037767070171870086,0.0006166349271642656
90,GBM_3_AutoML_20190425_054218,1.0,0.9048840946457114,0.8236389372200207,0.29193770982657485,0.2849363856585527,0.266932831544117,0.22214285094298078,0.20467548214790338,0.10753177283596534,0.10645660048097227,0.09652890426304754,0.08742597014095599,0.04402330604937789,0.04255415607691162,0.02745514912327156,0.015659267805511228,0.011404667648329451,0.0006665723686850688
91,GBM_3_AutoML_20190425_031629,1.0,0.9252059548793775,0.9209546971681876,0.3182866044414211,0.27709924939123415,0.2497132831961936,0.22533952245285452,0.21663082438950548,0.17693084013425553,0.12391144559231096,0.09973305611438257,0.09861144707568133,0.08525860985537256,0.06118433005504589,0.013274558773236354,0.010199342931167877,0.009489565358174376,0.001082882952427378
92,GBM_grid_1_AutoML_20190425_054218_model_13,1.0,0.9609047062864629,0.8464776545219773,0.40653213960090995,0.3302473385911816,0.29468870979367695,0.27123559678512477,0.2467991081016738,0.19182933798938584,0.1473842383420041,0.11279027477547302,0.06617766296122783,0.0575153389034605,0.053546511817513055,0.020510569162885586,0.014740450036342686,0.013574042293157331,0.0021059601931936113
93,GBM_grid_1_AutoML_20190425_040839_model_27,1.0,0.9428137917007433,0.9286019540403438,0.34097500856847973,0.22781957324119095,0.22734085916912725,0.22327534358342166,0.21047160407762597,0.19557386349742248,0.14121390709866036,0.09907261005401927,0.09160399247487581,0.0668088633208128,0.04611684601927646,0.035805771147648394,0.01017492789692245,0.008458563400976128,0.0005588833235854342
94,GBM_grid_1_AutoML_20190425_050348_model_5,1.0,0.5921744591011068,0.4732493159187598,0.3148496599076257,0.25565102760362474,0.22948836732610672,0.2118766711009839,0.1916735506971976,0.13277681931858593,0.11414080198852786,0.10660471793791078,0.06673911105522481,0.06254067134629822,0.023081925845785643,0.022596341441328716,0.01951425858682481,0.018950015472776145,0.00011603222164043532
95,GBM_3_AutoML_20190425_034434,1.0,0.9523269479696447,0.7923590390120288,0.254619114150798,0.24645823700967573,0.21411168691253096,0.1926687116758169,0.15387145044689965,0.13404500199174163,0.09173829620187923,0.08693281156439726,0.08520509148957851,0.06709709261514414,0.043216085992919,0.011935822830106965,0.009663976071887556,0.007841475228660784,0.0008830659647830181
96,GBM_2_AutoML_20190425_050348,1.0,0.9261513249564867,0.8334172157277591,0.27882094638328936,0.2642601187466429,0.25908468112012817,0.21967637479726093,0.21124927971159646,0.130201252963947,0.12128475548617108,0.08900171266404118,0.07807207262450588,0.05100670531399995,0.038401005538807,0.01655748482270378,0.006388693476278539,0.0060948376403759585,0.0014121827936922561
97,GBM_grid_1_AutoML_20190425_040839_model_24,1.0,0.6570937883647189,0.6449618153151712,0.2818704451664126,0.25321295904309143,0.250592788309139,0.23707129107246339,0.20143263407880616,0.18076385421213015,0.13160510585782406,0.11726035218859682,0.08203534350492374,0.062473185985878345,0.03165406651415141,0.017119685078856268,0.01644661681257385,0.016095878042465865,0.0033491055106955226
98,GBM_2_AutoML_20190425_044008,1.0,0.5764565851168543,0.5626633271685391,0.22715953117537385,0.16594595499105932,0.14331771374336252,0.13621788856892011,0.1347810786481992,0.0672232633718328,0.06005072290891962,0.0586797912117746,0.03547141107948956,0.021076528073741073,0.01699375937738393,0.016822811984801015,0.0068587386104957265,0.003395337313805073,0.0007818946859819663
